ID,질문,대답
518,이석원 교수님 번호 알려주오,031)8041-0462
1450,컴퓨터응용설계2는 뭐 가르치나요?,"전공선택
SolidWorks 고급기능의 학습, 3D 프린팅 방법 학습을 통해 가공하지 않고 19차원 기계 시스템의 Simulation을 통해 동작성능의 체크 및 검증하는 능력을 갖게 한다."
1602,전자회로실험에 대해 알려주시오,"전공필수
전자회로에서 학습한 전자소자와 회로에 대한 실습을 통해 동작 원리와 특성을 이해한다. 회로 분석과 설계 능력을 배양하기 위해 계측기와 분석 S/W 사용법을 학습한다."
1476,전기회로2에 대해 알려줘,"전공필수
가정 및 산업용의 실용적인 교류회로를 이해한다. 교류회로에서 사용되는 부하소자인 저항, 인덕턴스 및 커패시턴스의 특성을 이해하고 이를 이용한 회로구성 및 해석을 중점적으로 배운다. 또한 실험을 통하여 전반적인 전기회로 특성을 이해한다."
844,17학번 졸업기준 내놔,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
176,이익현 교수님 번호 좀,031) 8041-0467
888,16학번 졸업요건이 뭔가?,"학점기준
졸업학점: 150, 교양: 27, 계열기초: 30, 전공: 75, 현장실무:4
어학자격
토익 550점"
971,메카 학과장님이 누구실까?,정명진 교수님
1816,마이크로컴퓨터응용에 대해 알려주소,"전공선택
메모리, 입출력 장치 및 주변장치를 포함하는 교육용 원칩 마이크로컴퓨터 시스템을 활용한 실습을 통해 원칩 마이크로컴퓨터의 기능과 동작방법에 대해 학습하여 마이크로컴퓨터 보드의 설계 및 제작 능력을 배양한다."
1887,C프로그래밍2는 뭐 배우노?,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
1694,신호및시스템은 뭘 배우지?,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다."
1174,메카 학생회장 누굽니까요?,임현종
614,이양희 교수님 연구실 알려주오,공학관 B동 309호
1201,메카트로닉스 공학 학생 부회장 누굽니까?,안태준
1921,종합설계기획에 대해 알려주소,"전공필수
창의적 공학설계, 교양학적 사고, 기초전공지식, 전공 심화 등의 내용을 기반으로 메카트로닉스 전공 교과목의 개념을 종합적으로 이해하여 전공 관련 제품을 설계하기 위한 기획을 행한다."
1245,메카트로닉스공학과 학생 회장?,임현종
576,남대훈 교수님 이메일 알려주오,dhnam@kpu.ac.kr
1125,메카 융합전공,"스마트팩토리, 인공지능융합,지능형로봇융합"
1371,메카트로닉스입문에 대해 알려줘,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
1133,메카 추천 융합전공이 뭐뭐있니?,"스마트팩토리, 인공지능융합,지능형로봇융합"
837,21학번 전필 내놔,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계36"
147,이양희 교수님 번호,031)8041-0455
211,허헌 교수님 연구실 알려줘,공학관 B동 408호
101,남대훈 교수님 번호 좀,031)8041-0457
848,17학번 졸업기준은 어떻게 되나??,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
1781,시스템제어공학은 뭐 배우디지털회로실험는이지 알려줘,"전공선택
근궤적해석, 주파수응답해석, 제어시스템 설계기법 및 PID 제어기 튜닝방법 등"
926,핵심교양 과목 뭐?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1627,디지털회로에 대해 알려주소,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다."
514,이석원 교수님 연구실 좀 알려주오,공학관 B동 407호
28,심재홍 교수님 연락처 알려줘,031)8041-0458
1873,C프로그래밍2에 대해 알려주라,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
847,17학번 졸업기준은 뭔가요?,"학점기준
졸업학점: 140, 교양: 25, 계열기초: 30, 전공: 70, 현장실무:4
어학자격
토익 550점"
1382,메카트로닉스입문은 뭘 배우지?,"전공필수
메카트로닉스공학 입문자에게 공학에 대한 이해와 전공이수에 필요한 기초이론을 가르쳐 전공에 대한 이해도를 높인다."
934,핵심교양 가르쳐주오,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1552,PLC제어는 뭐 배워?,"전공선택
자동화에 많이 활용되고 있는 PLC-공압 시스템 구축을 위해 공압제어기술의 개념, 공압발생장치, 작동요소, 제어요소(공압 밸브) 등의 공압시스템의 구성요소들의 종류, 작동원리, 시스템에서의 역할을 배우며, 전기 시퀀스 구성요소, 원리및 용도들을 익혀 전기-공압회로 설계법 등을 이론 및 실습을 통해 익힌다. 또한 자동화 시스템에서 제어기로 가장 많이 활용되고 있는 PLC의 구성과 원리, 선정법, PLC프로그래밍들을 이론과 실습으로 익힌다."
256,메카 학과 행정실 번호,031-8041-0450
2099,스마트팩토리디바이스제어는 뭐 가르쳐요?,"전공선택
디바이스(센서, 액추에이터, 신호 입출력 장치), 통신 및 제어시스템의 기본원리 이해 ? 디바이스 활용한 현장 맞춤형 프로젝트 실습 ? 역량강화 성취도를 높이기 위하여 온라인-오프라인 강의와 전문가 특강, 그리고 실습(Team project)을 병행 ? 스마트팩토리 구현 시 발생 가능한 문제점에 대한 개선안 도출"
1154,메카 학생회장 누구냐?,임현종
504,심재홍 교수님 번호 좀요,031)8041-0458
1281,메카 연구실 뭐 있는지 알려주세요,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1471,전기회로1은 뭐 가르치나요?,"전공필수
전기전자분야의 교과를 수강하기 위한 선수적 교과내용으로써 기본적인 전기지식을 배운다. 직류회로를 중심으로 기본적인 소자, 회로해석 및 전기에너지의 전달관계를 이해하고, 실험을 통하여 이론을 검증한다."
2001,PC제어응용에 대해 알려주시오,"전공선택
아날로그 신호 및 디지털신호를 처리하기 위한 DAQ카드의 구조 및 사용법을 이해하여 Windows 기반의 컴퓨터에서 신호입출력 및 RS235, 블루투스 기술과 접목하여 PC를 활용한 제어기술을 구현할 수 있도록 한다."
1626,디지털회로에 대해 알려주시면 감사하겠습니다,"전공필수
디지털의 수 체계 및 조합논리와 순서회로를 이해하여 디지털시스템의 동작원리의 이해 및 설계능력을 갖추도록 하고, 마이크로프로세서 및 컴퓨터시스템을 이해하기 위한 기본능력을 갖추도록 한다."
1097,메카 관련 부전공이 뭐뭐있어요?,"스마트팩토리, 인공지능융합,지능형로봇융합"
1723,신호및시스템은 뭐 가르치세요?,"전공선택
실생활이나 공학 분야의 신호와 시스템의 특성에 대해서 학습한다. 연속(Continuous-time) 및 이산(Discrete-time) 신호와 다양한 수학적 도구(푸리에 표현, 라플라스 변환, Z변환)를 이용하여 신호 및 시스템을 해석하고 분석하는 방법을 학습한다."
475,핵교 뭔가요?,"문학과 예술               역사와 철학               기업과 미디어                     인간과 사회
현대예술의 이해         문화유산과 역사         기업경영의 이해                  현대사회의 이해
한국문학의 이해         한국근현대사             소비자와 마케팅                  고용과 법
서구문학의 이해         윤리와 철학               글로벌시장과 경제의 이해     인간심리 탐구
현대영미문화와 언어   서양사의 이해            미디어커뮤니케이션             현대사회와 법"
1558,스마트융합기초에 대해 알려주라,"전공필수
스마트 융합제품을 구성하는 컴포넌트인 MCU(아두이노, M-Bed 등), 센서, 모터 등에 대해 기본적인 이론을 학습하고, Open Source를 이용하여 하나의 제품(4D 프린터, 휴머노이드 로봇)으로 제작하는 과정을 경험하여 메카트로닉스 기반 제품 설계 및 제작의 기초 지식 및 능력을 갖추도록 한다."
811,19학번 전필 내놔,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계10"
556,김효영 교수님 연구실 어디노,공학관 B동 308호
1331,무슨 메카 랩실이 있죠?,"지능메카트로닉스 EH
마이크로/나노 자동화 시스템 EH
차세대 정밀모터 시스템 EH
지능로봇 부품 EH
태양광 발전 및 센서 융합 EH"
1872,C프로그래밍2에 대해 알려줘,"기초선택(전공)
공학의 실용적인 문제와 관련하여 시스템의 모델링, 동적거동을 해석하는데 필요한 수학을 학습한다."
1431,컴퓨터응용설계1은 뭐 가르쳐?,"전공선택
제도이론의 숙지, 투상법, 도형의 표시, 치수기입법에 대한 학습을 통해 도면화할 수 있는 능력을 확보하고, 3차원 설계 기본개념과 SolidWorks사용법의 학습을 통해 가공하지 않고 21차원 구조물을 설계할 수 있는 능력을 갖게 한다."
319,19학번 전필 좀 알려줄래?,"1학년: 메카트로닉스 입문, 창의적공학설계, 전기회로1
2학년: 전기회로2,  공업역학, 전자회로실험, 스마트융합기초, 디지털회로, 디지털회로실험, 전자회로
3학년: 제어공학, 비주얼프로그래밍, 종합설계기획, 시스템제어공학
4학년: 종합설계1, 종합설계2"
